Segment Type,Segment Description,Answer,Count,Percentage
Custom,What's your GPA? 1.0 to 2.0,Snapchat,2,0.061
Custom,What's your GPA? 1.0 to 2.0,Twitter,4,0.121
Custom,What's your GPA? 1.0 to 2.0,None,8,0.242
Custom,games a lot? No,Facebook,14,0.147
Custom,games a lot? No,Instagram,27,0.284
Custom,games a lot? No,Snapchat,3,0.032
Custom,games a lot? No,Twitter,6,0.063
Custom,games a lot? No,None,45,0.474
Custom,"games a lot? Yes, mobile mostly",Facebook,1,0.077
Custom,"games a lot? Yes, mobile mostly",Instagram,3,0.231
Custom,"games a lot? Yes, mobile mostly",Snapchat,0,0
Custom,"games a lot? Yes, mobile mostly",Twitter,0,0
Custom,"games a lot? Yes, mobile mostly",None,9,0.692
Custom,"games a lot? Yes, PC mostly",Facebook,7,0.085
Custom,"games a lot? Yes, PC mostly",Instagram,18,0.22
Custom,"games a lot? Yes, PC mostly",Snapchat,1,0.012
Custom,"games a lot? Yes, PC mostly",Twitter,4,0.049
Custom,"games a lot? Yes, PC mostly",None,52,0.634
Custom,What's your major? Languages,Facebook,9,0.29
Custom,What's your major? Languages,Instagram,12,0.387
Custom,What's your major? Languages,Snapchat,1,0.032
Custom,What's your major? Languages,Twitter,1,0.032
Custom,What's your major? Languages,None,8,0.258
Custom,What's your major? Visual/performing arts,Facebook,3,0.136
Custom,What's your major? Visual/performing arts,Instagram,11,0.5
Custom,What's your major? Visual/performing arts,Snapchat,0,0
Custom,What's your major? Visual/performing arts,Twitter,1,0.045
Custom,What's your major? Visual/performing arts,None,7,0.318
Custom,What's your major? History,Facebook,8,0.205
Custom,What's your major? History,Instagram,12,0.308
Custom,What's your major? History,Snapchat,2,0.051
Custom,What's your major? History,Twitter,0,0
Custom,What's your major? History,None,17,0.436
Custom,"have a job? No, but I'm searching for one",Facebook,98,0.205
Custom,"have a job? No, but I'm searching for one",Instagram,168,0.351
Custom,"have a job? No, but I'm searching for one",Snapchat,13,0.027
Custom,"have a job? No, but I'm searching for one",Twitter,25,0.052
Custom,"have a job? No, but I'm searching for one",None,174,0.364
Custom,Mac or PC? PC 💻,Facebook,145,0.193
Custom,Mac or PC? PC 💻,Instagram,205,0.273
Custom,Mac or PC? PC 💻,Snapchat,25,0.033
Custom,Mac or PC? PC 💻,Twitter,54,0.072
Custom,Mac or PC? PC 💻,None,322,0.429
Custom,What's your major? Other,Facebook,31,0.242
Custom,What's your major? Other,Instagram,32,0.25
Custom,What's your major? Other,Snapchat,3,0.023
Custom,What's your major? Other,Twitter,7,0.055
Custom,What's your major? Other,None,55,0.43
Custom,grow up speaking? Some other language (comment),Facebook,18,0.175
Custom,grow up speaking? Some other language (comment),Instagram,32,0.311
Custom,grow up speaking? Some other language (comment),Snapchat,3,0.029
Custom,grow up speaking? Some other language (comment),Twitter,8,0.078
Custom,grow up speaking? Some other language (comment),None,42,0.408
Custom,grow up speaking? Both,Facebook,5,0.116
Custom,grow up speaking? Both,Instagram,16,0.372
Custom,grow up speaking? Both,Snapchat,1,0.023
Custom,grow up speaking? Both,Twitter,6,0.14
Custom,grow up speaking? Both,None,15,0.349
Custom,grow up speaking? Spanish,Facebook,4,0.174
Custom,grow up speaking? Spanish,Instagram,5,0.217
Custom,grow up speaking? Spanish,Snapchat,3,0.13
Custom,grow up speaking? Spanish,Twitter,5,0.217
Custom,grow up speaking? Spanish,None,6,0.261
Custom,clubs / organizations? More than one major org,Facebook,14,0.304
Custom,clubs / organizations? More than one major org,Instagram,9,0.196
Custom,clubs / organizations? More than one major org,Snapchat,2,0.043
Custom,clubs / organizations? More than one major org,Twitter,2,0.043
Custom,clubs / organizations? More than one major org,None,19,0.413
Custom,clubs / organizations? A major one,Facebook,49,0.257
Custom,clubs / organizations? A major one,Instagram,65,0.34
Custom,clubs / organizations? A major one,Snapchat,7,0.037
Custom,clubs / organizations? A major one,Twitter,10,0.052
Custom,clubs / organizations? A major one,None,60,0.314
Custom,clubs / organizations? A minor one,Facebook,66,0.258
Custom,clubs / organizations? A minor one,Instagram,81,0.316
Custom,clubs / organizations? A minor one,Snapchat,6,0.023
Custom,clubs / organizations? A minor one,Twitter,13,0.051
Custom,clubs / organizations? A minor one,None,90,0.352
Custom,clubs / organizations? No,Facebook,320,0.207
Custom,clubs / organizations? No,Instagram,499,0.323
Custom,clubs / organizations? No,Snapchat,45,0.029
Custom,clubs / organizations? No,Twitter,105,0.068
Custom,clubs / organizations? No,None,574,0.372
Custom,do per month? More than 10 hours 😇,Facebook,12,0.179
Custom,do per month? More than 10 hours 😇,Instagram,24,0.358
Custom,do per month? More than 10 hours 😇,Snapchat,5,0.075
Custom,do per month? More than 10 hours 😇,Twitter,1,0.015
Custom,do per month? More than 10 hours 😇,None,25,0.373
Custom,do per month? 1 to 10 hours,Facebook,92,0.253
Custom,do per month? 1 to 10 hours,Instagram,123,0.339
Custom,do per month? 1 to 10 hours,Snapchat,9,0.025
Custom,do per month? 1 to 10 hours,Twitter,27,0.074
Custom,do per month? 1 to 10 hours,None,112,0.309
Custom,closely identify as? Hispanic,Facebook,20,0.177
Custom,closely identify as? Hispanic,Instagram,38,0.336
Custom,closely identify as? Hispanic,Snapchat,3,0.027
Custom,closely identify as? Hispanic,Twitter,11,0.097
Custom,closely identify as? Hispanic,None,41,0.363
Custom,are you pursuing? Technical / engineering,Facebook,160,0.224
Custom,are you pursuing? Technical / engineering,Instagram,183,0.256
Custom,are you pursuing? Technical / engineering,Snapchat,27,0.038
Custom,are you pursuing? Technical / engineering,Twitter,40,0.056
Custom,are you pursuing? Technical / engineering,None,304,0.426
Custom,What's your major? Comp sci,Facebook,18,0.261
Custom,What's your major? Comp sci,Instagram,19,0.275
Custom,What's your major? Comp sci,Snapchat,1,0.014
Custom,What's your major? Comp sci,Twitter,3,0.043
Custom,What's your major? Comp sci,None,28,0.406
Custom,I'm in? Post-grad,Facebook,15,0.158
Custom,I'm in? Post-grad,Instagram,35,0.368
Custom,I'm in? Post-grad,Snapchat,1,0.011
Custom,I'm in? Post-grad,Twitter,1,0.011
Custom,I'm in? Post-grad,None,43,0.453
Custom,"have a job? Yes, part-time",Facebook,147,0.202
Custom,"have a job? Yes, part-time",Instagram,239,0.328
Custom,"have a job? Yes, part-time",Snapchat,12,0.016
Custom,"have a job? Yes, part-time",Twitter,56,0.077
Custom,"have a job? Yes, part-time",None,274,0.376
Custom,What's your major? Other,Facebook,88,0.209
Custom,What's your major? Other,Instagram,156,0.37
Custom,What's your major? Other,Snapchat,9,0.021
Custom,What's your major? Other,Twitter,26,0.062
Custom,What's your major? Other,None,143,0.339
Custom,What's your major? Political science / philosophy,Facebook,38,0.232
Custom,What's your major? Political science / philosophy,Instagram,58,0.354
Custom,What's your major? Political science / philosophy,Snapchat,4,0.024
Custom,What's your major? Political science / philosophy,Twitter,8,0.049
Custom,What's your major? Political science / philosophy,None,56,0.341
Custom,I'm in? College,Facebook,499,0.215
Custom,I'm in? College,Instagram,781,0.336
Custom,I'm in? College,Snapchat,74,0.032
Custom,I'm in? College,Twitter,151,0.065
Custom,I'm in? College,None,820,0.353
Custom,I'm in? High School,Facebook,29,0.105
Custom,I'm in? High School,Instagram,96,0.347
Custom,I'm in? High School,Snapchat,14,0.051
Custom,I'm in? High School,Twitter,32,0.116
Custom,I'm in? High School,None,106,0.383
Custom,"do per month? Realistically, none",Facebook,231,0.194
Custom,"do per month? Realistically, none",Instagram,368,0.309
Custom,"do per month? Realistically, none",Snapchat,39,0.033
Custom,"do per month? Realistically, none",Twitter,78,0.065
Custom,"do per month? Realistically, none",None,476,0.399
Custom,What's your leaning? In-between,Facebook,132,0.196
Custom,What's your leaning? In-between,Instagram,213,0.317
Custom,What's your leaning? In-between,Snapchat,22,0.033
Custom,What's your leaning? In-between,Twitter,36,0.054
Custom,What's your leaning? In-between,None,269,0.4
Custom,Are you? Muslim,Facebook,3,0.143
Custom,Are you? Muslim,Instagram,5,0.238
Custom,Are you? Muslim,Snapchat,3,0.143
Custom,Are you? Muslim,Twitter,2,0.095
Custom,Are you? Muslim,None,8,0.381
Custom,Are you? Christian,Facebook,231,0.208
Custom,Are you? Christian,Instagram,387,0.348
Custom,Are you? Christian,Snapchat,29,0.026
Custom,Are you? Christian,Twitter,85,0.076
Custom,Are you? Christian,None,381,0.342
Custom,Graduation Year 2017,Facebook,61,0.274
Custom,Graduation Year 2017,Instagram,62,0.278
Custom,Graduation Year 2017,Snapchat,8,0.036
Custom,Graduation Year 2017,Twitter,5,0.022
Custom,Graduation Year 2017,None,87,0.39
Custom,Graduation Year 2018,Facebook,88,0.244
Custom,Graduation Year 2018,Instagram,114,0.317
Custom,Graduation Year 2018,Snapchat,12,0.033
Custom,Graduation Year 2018,Twitter,17,0.047
Custom,Graduation Year 2018,None,129,0.358
Custom,What's your GPA? Above 4.0 😏,Facebook,19,0.131
Custom,What's your GPA? Above 4.0 😏,Instagram,55,0.379
Custom,What's your GPA? Above 4.0 😏,Snapchat,5,0.034
Custom,What's your GPA? Above 4.0 😏,Twitter,10,0.069
Custom,What's your GPA? Above 4.0 😏,None,56,0.386
Custom,Graduation Year 2019,Facebook,221,0.262
Custom,Graduation Year 2019,Instagram,291,0.345
Custom,Graduation Year 2019,Snapchat,24,0.028
Custom,Graduation Year 2019,Twitter,46,0.055
Custom,Graduation Year 2019,None,262,0.31
Custom,Graduation Year 2020,Facebook,74,0.155
Custom,Graduation Year 2020,Instagram,150,0.314
Custom,Graduation Year 2020,Snapchat,15,0.031
Custom,Graduation Year 2020,Twitter,47,0.099
Custom,Graduation Year 2020,None,191,0.4
Custom,closely identify as? White,Facebook,352,0.224
Custom,closely identify as? White,Instagram,498,0.317
Custom,closely identify as? White,Snapchat,47,0.03
Custom,closely identify as? White,Twitter,102,0.065
Custom,closely identify as? White,None,573,0.365
Custom,Sexual orientation? Straight,Facebook,215,0.18
Custom,Sexual orientation? Straight,Instagram,354,0.297
Custom,Sexual orientation? Straight,Snapchat,44,0.037
Custom,Sexual orientation? Straight,Twitter,88,0.074
Custom,Sexual orientation? Straight,None,492,0.412
